x_pw,y_pw,z_pw,x_nw,y_nw,z_nw
139.7982259,-115,-42.74060686,0.559192903,0,0.829037573
143.3941091,-115,-45.21198893,0.573576436,0,0.819152044
146.9463131,-115,-47.74575141,0.587785252,0,0.809016994
150.4537558,-115,-50.34112249,0.601815023,0,0.79863551
153.9153688,-115,-52.9973116,0.615661475,0,0.788010754
157.3300978,-115,-55.71350964,0.629320391,0,0.777145961
160.6969024,-115,-58.48888922,0.64278761,0,0.766044443
164.0147572,-115,-61.32260494,0.656059029,0,0.75470958
167.2826516,-115,-64.21379363,0.669130606,0,0.743144825
170.49959,-115,-67.1615746,0.68199836,0,0.731353702
173.6645926,-115,-70.16504992,0.69465837,0,0.7193398
176.7766953,-115,-73.2233047,0.707106781,0,0.707106781
